date,action,spot,cashflow,n_lots
2023-07-07,ROLL_CALL,19331.80078125,1649.448215662242,1
2023-07-11,ROLL_PUT,19439.400390625,658.6351688912067,1
2023-07-13,COVER_CLOSE,19413.75,-3421.9266402496132,1
2023-07-13,OPEN,19413.75,869.4416385448512,1
2023-07-14,ROLL_PUT,19564.5,1199.2245898645704,1
2023-07-17,ROLL_PUT,19711.44921875,1751.4803844579064,1
2023-07-17,FLY_CLOSE,19711.44921875,-4710.3079970798235,1
2023-07-20,OPEN,19979.150390625,631.0834735373187,1
2023-07-21,ROLL_CALL,19745.0,2627.9076395921816,1
2023-07-24,ROLL_CALL,19672.349609375,2168.997330666319,1
2023-07-24,FLY_CLOSE,19672.349609375,-6652.385837535625,1
2023-07-27,OPEN,19659.900390625,699.8172866192654,1
2023-07-31,ROLL_PUT,19753.80078125,25.251899004495556,1
2023-08-02,ROLL_CALL,19526.55078125,1198.274099573062,1
2023-08-03,ROLL_CALL,19381.650390625,2341.8266685340714,1
2023-08-03,FLY_CLOSE,19381.650390625,-6359.7552742804655,1
2023-08-03,OPEN,19381.650390625,503.21455763494214,1
2023-08-04,ROLL_PUT,19517.0,600.7679657316089,1
2023-08-07,ROLL_PUT,19597.30078125,538.2464873768288,1
2023-08-10,ROLL_CALL,19543.099609375,7.933324990159292,1
2023-08-10,COVER_CLOSE,19543.099609375,-1996.2176830201677,1
2023-08-10,OPEN,19543.099609375,501.10970291451304,1
2023-08-11,ROLL_CALL,19428.30078125,561.4292280831505,1
2023-08-17,ROLL_CALL,19365.25,309.7482518856146,1
2023-08-17,COVER_CLOSE,19365.25,-1438.9675514810729,1
2023-08-17,OPEN,19365.25,772.3598861757068,1
2023-08-18,ROLL_CALL,19310.150390625,188.07098835204482,1
2023-08-21,ROLL_PUT,19393.599609375,119.19753425665067,1
2023-08-23,ROLL_PUT,19444.0,-59.169071552681004,1
2023-08-24,ROLL_CALL,19386.69921875,-61.11667134551121,1
2023-08-24,COVER_CLOSE,19386.69921875,-1208.3311208775563,1
2023-08-24,OPEN,19386.69921875,705.2590278104719,1
2023-08-25,ROLL_CALL,19265.80078125,888.0303278091308,1
2023-08-29,ROLL_PUT,19342.650390625,82.73269910232995,1
2023-08-31,ROLL_CALL,19253.80078125,237.35756568018792,1
2023-08-31,COVER_CLOSE,19253.80078125,-1904.5332170922816,1
2023-08-31,OPEN,19253.80078125,657.8130017146298,1
2023-09-01,ROLL_PUT,19435.30078125,1860.0912319367767,1
2023-09-01,FLY_CLOSE,19435.30078125,-4134.2420281273935,1
2023-09-07,OPEN,19727.05078125,657.9811524979918,1
2023-09-08,ROLL_PUT,19819.94921875,698.3488871778103,1
2023-09-11,ROLL_PUT,19996.349609375,2067.0199064858125,1
2023-09-11,FLY_CLOSE,19996.349609375,-4639.649829965446,1
2023-09-14,OPEN,20103.099609375,592.2958206559306,1
2023-09-15,ROLL_PUT,20192.349609375,332.8200522068396,1
2023-09-18,ROLL_CALL,20133.30078125,438.0222344964111,1
2023-09-21,COVER_CLOSE,19742.349609375,-6794.685835961365,1
2023-09-21,OPEN,19742.349609375,351.1320128874428,1
2023-09-22,ROLL_CALL,19674.25,181.6441364880772,1
2023-09-26,ROLL_CALL,19664.69921875,-71.39698684688813,1
2023-09-28,ROLL_CALL,19523.55078125,777.0913625623162,1
2023-09-28,COVER_CLOSE,19523.55078125,-2262.1253269036047,1
2023-09-28,OPEN,19523.55078125,349.71411388115666,1
2023-09-29,ROLL_PUT,19638.30078125,650.0539254878444,1
2023-10-03,ROLL_CALL,19528.75,629.1532803443677,1
2023-10-04,ROLL_CALL,19436.099609375,1085.0408609348513,1
2023-10-05,ROLL_PUT,19545.75,1234.9489825794697,1
2023-10-05,FLY_CLOSE,19545.75,-5652.093808953596,1
2023-10-05,OPEN,19545.75,564.992073049077,1
2023-10-06,ROLL_PUT,19653.5,475.83787387673726,1
2023-10-09,ROLL_CALL,19512.349609375,780.2677417334593,1
